address,amt
0xc0c44b69d91ea0b26f5be8afedc18a8cee281ad7,13
0x3fa24be428381a5c5f89356dfee1bbbf590aee3f,13
0x2377aaed9b41f1365160e38a3cb827078d6c00f8,13
0x1d4b14a4c0f63492db09580909c1ce8b5335592b,13
0x7257cabb0b2df5110099182a160afb4bcd56db22,13
0xf3359d3ad7a3b318af48b6f551ca8cb9eb029444,12
0xe317c793ebc9d4a3732ca66e5a8fc4ffc213b989,12
0x97646b3fef515f573ca580e8057f0dc82779c229,12
0x2b78ae8f92f94af999d5b20419f527f8cd2887f5,12
0xaddcc45115862686a530944acd99b5a549aebb6d,12
0x04f44be828f33af18403fc157a2cd5cf918b0cd1,12
0x22a001eb8434dfe92c22af924a9a0a6dda82b5e8,11
0x335df40fd6afde48033c9bca50f037619f958635,11
0x52f4107fae2d44ed8e79404a52753f9f333a55e3,11
0xdf9d3daf1ed825a1ebccd312e75495d5e7613e12,11
0xec70463694b1d07ff30e8bd55368937dc8e62c8c,11
0x3d20435331a1f0731af9c5a606c0d77f28021b3d,10
0x72170f9375769c6898cd8e6f08159482cdfead8b,10
0x8b6f0c106f76092fba5cfb7a13d71e7c10c0dd01,10
0xc7064e134f9c1e5f23e28469f9e352b235f8cc66,10
0xdcb2431f34410e2c4db463355292884e008a3c92,10
0xce9ec798482f4c8bb437c35782037ae1f522df8a,9
0x6e6a04ee325470bd4c6af8114c74b5cfafe1ef05,9
0xae190eb02b793a17ce6f649a26f71d38a32f9ded,9
0xc0b45935eb39405d456a778c722dc7ae7af624d8,9
0x3aeac56cb00e4a483d783fd1875682544f08cabc,9
0xb413d8d9880825c847853353beb4185e1581c859,9
0x074aa71cf9fb25914fd1b8e592229238b9455965,9
0x7c271e7d37dbafd081ab3105e4ab7ee2b66f0215,9
0x0209f6c65a063020ca083e6cd3fdbd3d1dcf0473,9
0x0602d176a8e6682bec3e349aef9ec5d24e72e72b,8
0x2e0f17b3660e37192ac37d978ce83e929f56c1a8,8
0x871e9d90dfbf960921e16d0c2777493078d0897e,8
0x747811193cd339582929344c74e315339db57446,8
0x24100bd8dacf707f36580010fb4dc02ce028032c,8
0x664fe01207dc37c84a97a8dcdc28bcc1da6bee57,8
0x131e93466c5052ae1a146ff09993363510e2b3ce,7
0x0f3b93f2e71fbfed27caac74975870d1f867b85d,7
0x14030141c5d177df1ff3d75ae301244860e316a1,7
0xb05115e654b87d26ee2e3188b113cdb177c44589,7
0xb7f95c5c232ac58f491c6de0a6074e6f270cb1f2,7
0x87aa3d123a8b29a0bef288577fb9bad411ccbfb4,7
0x5a2148bf9d9f6c7e398218d82e1f3b086bd821dc,7
0xa465252ed894ce012d07699b115eaa407dd81d40,7
0x50dfe463b370623d61832892006e3fa779dbd51c,7
0x637dc932b4909bde68c666c6385c06a986535e29,7
0x4e273824b8119449e41ca4450ae0f20f6ae93ac6,7
0x8f27df96f48dccae8dfd487427f94089c26d262c,7
0x66518476a70e8931324c4b826edcd8d0974b82ef,7
0xa6edb23dbf4c2dd2c83e8f638268724070eb28bb,7
0x5c779ddb4dec61f6f400fde360cf143718e245be,6
0xbd8ddef78986032f2e17bb9b0b9ce1950d1b73e6,6
0xbd95c76f878eeaec89ca50aa9836c653696f927d,6
0x7207be87b6104e3c0b4d4d3e6e7de45927e2acc4,6
0x26968956870fef85086f06b7d221314581153215,6
0x24a165b5eecf86afa9ec1ab8ee5d29a5ad4fab27,6
0xd6ba8945052bccec64ca75e8bb28c4a3832abf7f,6
0x11258e7f21d87342c685109ae657451e123cdbac,6
0x9d3499b12647c08dd58ac4374906a6c9f9b14cc5,6
0xeca345b5c749b8a9299b154fb036020e13394eb7,6
0x7fba628052801d1177a568929c92090e359c9bd3,6
0x800d41a2922476dcceb9edb39bf79a541bf58501,6
0xf1ebd183e104b777cab1fa5f08ed948c4d9cbe5d,6
0x067803989e91d28e36556921e24520aa50242a07,6
0xa7ed9373af276c8530270271f867fe1d029ad336,6
0x538f8763282a1a6dfcfc4c9024631d5e79f869ad,6
0x0bed6db032bd8411248d84b1613f3e3ccb34210b,5
0x409ec0d01681b5099bf4d66b1e98888fab74f711,5
0xd7bad5eff26389b4ee7822690207b13106e03d43,5
0xf3fc1cd1998a7d58dd1b2c726143382b05eaebee,5
0x98ef6ecb814dd513709c27d6337d1430c979bbe9,5
0xd51381206bc76bd0928f6eeaad8477a8c569d93a,5
0x1096bc72e10cb0222c90e6d921f8386e187805d5,5
0x7ae1844b7eacea26d8439e6762133861eb25a241,5
0x70fbbe6cd8c4b447a6386afe9fc5fe9d19a24ef0,5
0x957291eae3d53b5a7c0a6bf2c0f08de5d87b14f6,5
0xd39255c361b5f5ecd64569c07a91b457e529ed5a,5
0xfdf8b999fcc68de95b7c874202159711dcfd23ea,5
0x18ca14cdfa4bf887eeb2dd5fc98a947ea43b8d29,5
0x1b1e924a0a9c86a9023be9791bb81ecfb8cc4011,5
0xfc4fab6003d5e2991b4eb69c3304d9dcf8c66380,5
0x9b5de3d188d236e71edbdaba157c4d888d50cbcd,4
0x713715a27af557798e1f0fc3d68df3db6cb1bd10,4
0x8288090f6016bd90dc234fc619baeaa6ba031ba6,4
0x98d31af2253dbf1451798d973b4509b8e04d5400,4
0xd5ff53f48f14e9409b581e41a4cddfe0e97dc724,4
0x3971c54bb42cc6b4047429d5eefc41fe0fafa5fe,4
0x833d2f01cf9d54bf50f3d8c835e43d081c0b46cf,4
0x6df22901d97181cdce3f3589f10e1a6f533350f8,4
0x97f61a1d8cd122a00dfa0a157df742d4b4cc8ba8,4
0xf1bb689ad309f05fd12e6aaab90176fce0d9c29a,4
0x83107a83f5fa8c419f131aa970eb975bd0225d4d,4
0xaaad45ab9daf26258071bf8b3338dffa524e2b83,4
0x9eecd9e7b777d33408ea684dabdfdc071c676aaf,4
0x84a737a9daebb755120faeebd05d4941f010dbe6,4
0xf503ccc4f4a7efc25b00cb92dd74c9470bbba586,4
0x3f5a18b9f201a28360714e51de96e85e952d2b0e,4
0xc7fd33cc0e1bbe8fb13d7692db0dad74d298d5b3,4
0x4d72d4269ab46962713ca19cab8161a87684a163,4
0x8eb58385a195f5f32a7d3db606215238ed26dc97,4
0x3dc26b2faeb5f237475b98944668b7bb2f16e61c,4
0x8823cd4347506c975315d7a1b9ff739a9eab3643,4
0xd598e0ccbbc94714422d544f1caf162234c296ba,4
0x829f7590423b604de57b962ae99bc296b4d68fa6,4
0xdfdb0ae6dc1fba29d36406241e3c24bab0e85066,4
0xce21c16953bf840f095cc47a95149c0f1a39a448,4
0x2dac67125ba489cec9077b2c34e7b28424a84956,3
0x4c5b694d622ff593d56ecd60e4b887171c7b801d,3
0x7962dbf8944ca95fe7c75b9022e3ab2c58d0ab65,3
0x3100bcb013490faf41f468062eda05907009906f,3
0x67bfbb9bb4cc4e0e11b1f4839b2e8b009580f364,3
0x9f205f406d3b9984a84a06b307d6f1984843880b,3
0xee7267d838b35b01563e7d14c91d218bbd2afbe0,3
0x84944e7a244053c0e4abc5bf9cac5cdf24e71233,3
0x88360c913b7bbce67d7bad6f8b2ca9770c1b1747,3
0xa2a850f7ce2ccd83d54b2fa19732a85672210be3,3
0x3de6a71efd638c95d3d6717616b4c14447b8f269,3
0x288d0a09f7cd59ee93eb4a540d30fd91c179ec73,3
0x80e940daed86bd34267e99c47bd3acb66ab8a0f6,3
0x73147f1a2ebcf284b2d0061299bda8608fe0177f,3
0xa8879c580a54f190ed53b43d30de269097ad7543,3
0x5bef493efc3acc42f3c6af93cd942c7a2fc520fb,3
0xbec7b5f822dec7bf6d03e29097271176bf085666,3
0x35735d69a7f0ce775dcdebd387f78641c8463b25,3
0xad0cd405ce32dd355360f70f018d8c163a589bcb,3
0x83882b6df08347461482ae05dde36296fc55f54d,3
0x5d58edc7a7c91239ec2fd56a646679780886323c,2
0x1ed8554893765242f1f36a7756e65d7c2c9ad47d,2
0xc153178f27fa8803a8e98c7d5db67d0d10dd3adf,2
0xeeba50e9f367cca41dbb8aa6ef5cccfdac80a18b,2
0x33b3d27254854c4fcdf2a3c7b0715b006db5079b,2
0xed78cb42afc83cb41990319acf3e8ef898dabf78,2
0x52ecab7d0a804b4291f68ad35192cbb929c08f3c,2
0x7254a2b4cd4913677fecc6191b0f0fed98711a97,2
0xb88bbd29119c030fca8999b4db2c2f9f2c949ff7,2
0x7c6ef3135c47069342a0049cf959157cab769a0c,2
0x361de445b8858af244dcd55d382d7eb80de2e822,2
0xddac37fd1e29533a9f39c786e92efbf6a6ad3c45,2
0xdd8bee0ad68271ff0de68127292747f599c989f5,2
0xdb81a34922fbb3eeeebceb12a08627da827f2488,2
0xe5c6034ae26948b0283665dea942aa05b024793d,2
0xbbbb16f443f17d3781e8df7dee708efafce15d17,2
0x9d33810a2f90feb2af3ba8020316d4ec56b96afd,2
0x5c2c6675bcc2ad98632d2579a7a16df5a9046b78,2
0x73e3c55733a7db1fc518f852206fbcd65b242131,2
0x57cfe855b6047d8a751c2e92f460293731234ade,2
0xa677eda31bd44e09a45249c2558af458487ab0af,2
0x94948ccca7b7e35dc990a0aa42c1823a77b8f5a7,2
0xce51c7daee0e3f842a68ed02eb4f3e044c1bbbc6,2
0xdf7e66d0316f43cf45e74aba199bbf368bb8eb0b,2
0xd5d739108b5c3af0519ce667359dd41f7cf7fe23,2
0xf10c0823d48aa5a494ffdacd8ce42c3923193069,2
0xa107b1c0c81165dbe8cf113d0b82e66800f7469d,2
0xfd3b345ed7959b7dc913f61baf4f8bc710352fb4,2
0x28f8612bfb7daef4c865cf4b604be43bcdd5654e,2
0x64135ab16d29d58aacad959ec6583a68bbcad6b5,1
0x62c62411b7e096289d00055bb9b9c5b0124e4354,1
0x6070f550013aae540597fdc0ea5435decb3dfe54,1
0x5f33f72e6a238561fce3579aa5b08fd671a289b3,1
0x5e5457bda18f577cbd1cc1b33e78ee7d9d40158c,1
0x5dacadf5c7b12f8a76ce2e5ae7a8f224e2d7c285,1
0x6cb5c8ded35deb8b046a92600af218274455e015,1
0x6d385c179b33417c867fc763d3a20167545641d4,1
0x6f98bf773a0eeeb6c0af3734b03e78985ea91e9c,1
0x6fb7b3a720758bd13a6fd718097d24c5c21f7a89,1
0x5ac72f7f92ea6372d9e8a6131ac741163c97611f,1
0x71a896e14256ee20c2dea4d03aa1ec6ee7df1c4d,1
0x59e6693d62b5b967610394714b11846296ae36ad,1
0x72816fd7e7c511c9dd1cb773d49c9bbfdf7b69a1,1
0x742c97f72da9460ad2b3e04321c0a09bb4444f20,1
0x591ae4b27d66c4c1a7bbdaaac7dccfa53feacd1c,1
0x57cc498597a3e6956b568b0f22844aa6336e3e91,1
0x56655823d63dbbfeb9f3d3149bcc82fbb4c9c5c2,1
0x55df0d6c9ba84f0479a5eaed6ae101bb1db99241,1
0x5338b94be2d06e00f248387e6813f7afbee098a8,1
0x8346c7f8c43fd8b981b19df72e94434714043af9,1
0x837d31b2e33c03d7127a0b50a439dbd7d09ee950,1
0x89d5ac566d4d0bf14dad8b0531dd4b3de47f9424,1
0x8b023ea605db5c607792552d09805772121d9e2e,1
0x8c387cfd2f941fefcb546a01cdc93ddb6e65790a,1
0x9343a234a34bed3ff2df786c6270a7ae3f200adb,1
0x94cca1293dbde474a01a1bddb818d45392a3d5dd,1
0x4cc4f00916d9820c360cebdcabe022bbb00923e3,1
0x4b5dfbc0bb2099b7ed12b67bfa29eb215cdf1598,1
0x4b5a78d8377fe25ea52b8c0a1d10ed16224a774b,1
0x4656aaf577615ae1ddc33d4dbc023d6a0d902347,1
0x455b4c855c8fa25011620e9d73739f1ff471470a,1
0x4553b58d1b048e833fd8ae1f3f17ab3c1e6652ee,1
0x9a6aa86ee9d1d077e041c69e979d0247239a2065,1
0x9b399d329a3cdfb635817ec73d4117bf3cc27a39,1
0x45148ed270dbdcfbe3c1420fed9119d681e0be40,1
0x9bdd5e38611c91fd4852382386b4d11d92604fca,1
0x43e7d9df25f392980641b17f0c7c0b9b31d34ff5,1
0x9e68c21c016217d55e2951b550b00b1262bf7c47,1
0x9ead7008757634b6474185da1151791f06c9a3b3,1
0x43be008bb3c7dcba37ff4cfd4031ea7966c65af1,1
0x42132d8c1a1dd790a4409264f939339c9365a630,1
0x3d1785d85d9c93bf58271d3eb9501ef38c5e64c8,1
0x3b312a1496322f0c3633241d85a59ae0889b8150,1
0xaa68779177fa739ae63f24a2f5ed3f9f752e00af,1
0x39663526875368b32f708bc87ea7ea934032dbec,1
0xaaa2ae2bc658f0bed61a58e84009779fe8ffd82b,1
0xab08c88f67bcfc55e9c5bebad97c8900a996b6c9,1
0xab17c3b086adc106ca4d480798e4a3083925f2cf,1
0x35db86f3c27649cb19be0cfbd701a3daa589f022,1
0xad1c5416e467b7ae3d1bc596b777e2db9fd87ae3,1
0x3547644b9dda13da8812c3e0eeae61e646426646,1
0x34bb8ef46d6bc5088cc567c2bf2f536baa63c082,1
0x3472cc1c306f4d703fe53df8a030791301751306,1
0x2ed4bdd3b88d36eb5ec93899fa83ab5d5cd31fbc,1
0xb20797ca15f661370e77ad3a52d0285457039d70,1
0xb3350c168cc9b62bd099c1732830b6bc09bf3343,1
0x2e1837e4dce52195005eecc0dbf0741ff66b108a,1
0xb8823f6d8afa8ff6680ff8b45384e0d204173475,1
0x2be60b0fb138479f7333086cc2460620436a110e,1
0xba93c622f9c5f7a86c56d58c1de59457feb89750,1
0xbad34436c998b73ed6e4e3b0be2958c7f3368bda,1
0x2b743b1b4915e73d19611cd9de7ca8e475a70bc1,1
0xbec964076ca105ebadea2579c8b4939e7503fc6d,1
0x2abfb1c41f02d4d49ee35b0a70a27efafc45b6ec,1
0xc1bf9b752345713ad2595ee56287cb6000f05c3b,1
0x28a11b00e409eef13dd6596bca34c9781546e4ab,1
0xc431a8ce34bd0049404a1085b6a529908e75de76,1
0xc4cecfa518c6b8261a94e2c2edfab8192840133c,1
0x263003c7115e1583ca27633085bd37a60d726221,1
0x254533cd17e49f70fb6b04786b04a1916ebe1f4d,1
0xc99cadf3f624678f8dd76e4071f837fa220d4dad,1
0xcab16cab59254e5b626dc7876b96f089b1e54aea,1
0xcce3e5b87a2d64e67d4c6ad3b3716c806b601dc3,1
0x21e9ab99d8ac09dfde2b08aa7596e0180de5b044,1
0x1f760c5f7ff7d25f21ffbe3f1446e6812e74dd85,1
0x1ec0523baf9cc61b0cc40dec1718735efe62e95a,1
0x1e1a2757daaed67926774e2b982f7242b93c8429,1
0xd4bc4893f805b86adb1d3a9fa48672208ff99698,1
0x186821de1f22d9c57c1a9613ad824ef089df33cf,1
0x1639461ffa88be013d3fa6be255d75814f47e761,1
0xda855d789c5787184ddb3984b8b3378679f629d8,1
0xdbc65077e8ebbb22b49b58caa6b49a6a90c174de,1
0xdbe94bc1caccd6c7f80067c525082a06cf890db9,1
0x134f240827dd4b047942589998a163a2a1002f1a,1
0xdf74ba46768cb2a4404b9b7364ab628894884312,1
0x128d04d1edb071bec0adc101d7c81a68a8d898ee,1
0x0fc5529117edb4f728d0b8ff82b63fceb10869d0,1
0xe4f8d6d48a782027fe999e02b089a48aecea7a16,1
0x0f9eb18970962fd99226de8b93bd9a06b14a6fa2,1
0x0f7a1e945b12867e17cfc077649e584de032e1d1,1
0xe7b75eb5b85bc37068ce742caef75a0dbf2f0653,1
0x0f31efd1d5006920f8ae1f9b789b245643ff478c,1
0x0ec93bc50102e622ce4a2846dc53164816da1c92,1
0x0e3b5f016adfed243d066d0a5bd83ff639d0947f,1
0x0d10ae64d48b20c6be101eb89a3ea54359da865a,1
0xef2ff10f8149543ba16d2a8ce654f525188cb0c2,1
0x0c71cb61e6ff75759e8150cb96e711c90b6f9f70,1
0xf08f84d7c7f0a18ef0fbf2f5c0ad0727e9ab9744,1
0xf23fe9f3f9e4b8dbd17722486a849434b2842fc3,1
0x0a55a7a430bbcf2f00d3f5459a1a949bdc8a2208,1
0xf7c44cecc4323afa770ebff1dfe9a25e2a819421,1
0x09230c437666275687669d30dfc43ba21a70effd,1
0xf8dbab76f0e38573528fa68cafb7f9815d000000,1
0xf9bf85e701c5d4cc34f30f2fa0df7e708bbbefb4,1
0xfa66a31cf3ac96f69e58f3b0b16409eaef0ddb98,1
0xfacb3df421397594d968a3729c67fb7cbcad87ef,1
0xfb3fa9cf7c5a05fad7dfc2c54dabb1d086147d5b,1
0xfbaac483317c9386771e31c4b0c69482e0d6e687,1
0x0626fc3ee9c8e5174611cb7790db6d2219ab1220,1
0x66498b318c0f97edc9c52426f2409024a4c4bd99,1
